"N°DPE","Date_réception_DPE","Date_établissement_DPE","Date_visite_diagnostiqueur","Modèle_DPE","N°_DPE_remplacé","Date_fin_validité_DPE","Version_DPE","N°_DPE_immeuble_associé","Méthode_du_DPE","N°_immatriculation_copropriété","Invariant_fiscal_logement","Etiquette_DPE","Etiquette_GES","Conso_kWhep/m²/an","Emission_GES_kgCO2/m²/an","Année_construction","Catégorie_ERP","Période_construction","Secteur_activité","Nombre_occupant","Surface_(SHON)","Surface_utile","Type_énergie_principale_chauffage","Adresse_brute","Nom__commune_(BAN)","Code_INSEE_(BAN)","N°_voie_(BAN)","Identifiant__BAN","Adresse_(BAN)","Code_postal_(BAN)","Score_BAN","Nom__rue_(BAN)","Coordonnée_cartographique_X_(BAN)","Coordonnée_cartographique_Y_(BAN)","Code_postal_(brut)","N°_étage_appartement","Nom_résidence","Complément_d'adresse_bâtiment","Cage_d'escalier","Complément_d'adresse_logement","Statut_géocodage","Nom__commune_(Brut)","N°_département_(BAN)","N°_région_(BAN)","Conso_é_finale_énergie_n°1","Conso_é_primaire_énergie_n°1","Type_énergie_n°1","Type_usage_énergie_n°1","Frais_annuel_énergie_n°1","Année_relève_conso_énergie_n°1","Conso_é_finale_énergie_n°2","Conso_é_primaire_énergie_n°2","Type_énergie_n°2","Type_usage_énergie_n°2","Frais_annuel_énergie_n°2","Année_relève_conso_énergie_n°2","Conso_é_finale_énergie_n°3","Conso_é_primaire_énergie_n°3","Type_énergie_n°3","Type_usage_énergie_n°3","Frais_annuel_énergie_n°3","Année_relève_conso_énergie_n°3"
"2431T0229802L","2024-01-22","2024-01-21","2024-01-21","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire facture",,,"D","B",252.9,7,1988,,"1983-1988","locaux d'entreprise (bureaux)",500,,1054.9,,"55 boulevard de l'Embouchure","Toulouse","31555","55","31555_2952_00055","55 Boulevard de l'Embouchure 31200 Toulouse","31200",0.98,"Boulevard de l'Embouchure",573295.42,6280695.35,31200,,"Abeille Toulouse Embouchure",,,,"adresse géocodée ban à l'adresse","TOULOUSE","31","76",128000,294400,"Électricité","périmètre de l'usage inconnu",20486.5,2022,111000,255300,"Électricité","périmètre de l'usage inconnu",17765.7,2023,109000,250700,"Électricité","périmètre de l'usage inconnu",17445.6,2024
"2478T0169993X","2024-01-16","2024-01-15","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","locaux d'entreprise (bureaux)",0,153.1,100,,"41 Quai aux Vins","Limay","78335","41","78335_0910_00041","41 Quai aux Vins 78520 Limay","78520",0.58,"Quai aux Vins",606577.72,6878156.19,78520,0,,"24-01-085 ARDOUIN",,,"adresse géocodée ban à l'adresse","LIMAY","78","11",,,,,,,,,,,,,,,,,,
"2410T0209848E","2024-01-19","2024-01-18","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","locaux d'entreprise (bureaux)",0,31.8,100,,"99 Avenue Marechal Leclerc","Bréviandes","10060","99","10060_0090_00099","99 Avenue Marechal Leclerc 10450 Bréviandes","10450",0.6,"Avenue Marechal Leclerc",781348.48,6795558.38,10450,0,,"24/01/SOKCIC/2131",,,"adresse géocodée ban à l'adresse","BREVIANDES","10","44",,,,,,,,,,,,,,,,,,
"2481T0223761A","2024-01-21","2024-01-17","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"C","A",157.2,4.4,1900,,"avant 1948","locaux d'entreprise (bureaux)",500,,314,"Électricité","23 rue PIERRE BOREL","Castres","81065","23","81065_0580_00023","23 Rue Pierre Borel 81100 Castres","81100",0.97,"Rue Pierre Borel",638676.14,6278895.97,81100,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","CASTRES","81","76",28434,65398.2,"Électricité","Chauffage",4571,2023,25432,58493.6,"Électricité","Chauffage",4088.4,2024,10520,24196,"Électricité","Chauffage",1691.2,2022
"2475T0161018P","2024-01-16","2024-01-07","2024-01-07","DPE 2006 tertiaire et ERP",,"2034-01-06",2.3,,"dpe tertiaire facture",,,"B","A",258,183,1949,,"avant 1948","locaux d'entreprise (bureaux)",2,97.4,97.4,"Réseau de Chauffage urbain","129 BOULEVARD SAINT-GERMAIN","Paris","75106","129","75106_8619_00129","129 Boulevard Saint-Germain 75006 Paris","75006",0.84,"Boulevard Saint-Germain",651293.79,6861637.59,75006,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","PARIS 6","75","11",17649,17649,"Réseau de Chauffage urbain","Chauffage",1389,2024,17649,17649,"Réseau de Chauffage urbain","Chauffage",1389,2023,17649,17649,"Réseau de Chauffage urbain","Chauffage",1389,2022
"2495T0233057C","2024-01-22","2024-01-21","2023-12-11","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1983-1988","locaux d'entreprise (bureaux)",0,185.5,100,,"136 rue du 18 juin","Ermont","95219","136","95219_0600_00136","136 Rue du 18 Juin 95120 Ermont","95120",0.71,"Rue du 18 Juin",644918.03,6877278.21,95120,0,,"2230085-5",,"Cellule 5","adresse géocodée ban à l'adresse","ERMONT","95","11",,,,,,,,,,,,,,,,,,
"2413T0191185M","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1978-1982","locaux d'entreprise (bureaux)",0,179,100,,"Quartier de la gare","Eygalières","13034",,"13034_B102","Quartier de la Roque 13810 Eygalières","13810",0.35,,854597.66,6299645.82,13810,0,,"2024-01-0077",,,"adresse géocodée ban à l'adresse","EYGALIERES","13","93",,,,,,,,,,,,,,,,,,
"2477T0171342T","2024-01-16","2024-01-15","2023-12-20","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge",,,,,,,1988,"5ème Catégorie","1983-1988","locaux d'entreprise (bureaux)",300,265,100,,"13/15 Allée du Clos des charmes","Collégien","77121",,"77121_0096","Allée du Clos des Charmes 77090 Collégien","77090",0.55,"Allée du Clos des Charmes",676036.69,6858953.64,77090,0,,"2024/IMO/1468",,,"adresse géocodée ban à l'adresse","COLLEGIEN","77","11",,,,,,,,,,,,,,,,,,
"2417T0230182N","2024-01-22","2024-01-21","2024-01-21","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"D","B",182.2,6.7,2014,"5ème Catégorie","2013-2021","locaux d'entreprise (bureaux)",,,39,,"2 rue albert 1 er","Aytré","17028","2","17028_0010_00002","2 Rue Albert 1er 17440 Aytré","17440",0.78,"Rue Albert 1er",382411.40625,6567632.5,17440,,,,,,"adresse géocodée ban à l'adresse","AYTRE","17","75",3399,7817.7,"Électricité","périmètre de l'usage inconnu",489.5,,,,,,,,,,,,,
"2491T0181248H","2024-01-17","2024-01-16","2023-12-17","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1989-2000","locaux d'entreprise (bureaux)",300,608,100,,"9, Avenue de Canada","Les Ulis","91692","9","91692_0310_00009","9 Avenue du Canada 91940 Les Ulis","91940",0.59,"Avenue du Canada",641004.53,6843449.98,91940,0,,"2023/IMO/1068",,"Parc Hightec VI, Meridien building","adresse géocodée ban à l'adresse","LES ULIS","91","11",,,,,,,,,,,,,,,,,,
"2469T0165800H","2024-01-16","2024-01-15","2024-01-10","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture",,,"B","A",58.3,1.6,2006,"5ème Catégorie","2006-2012","locaux d'entreprise (bureaux)",0,176.3,100,,"100 rue pré Magne","Brindas","69028","100","69028_0264_00100","100 Rue du Pre Magne 69126 Brindas","69126",0.56,"Rue du Pre Magne",832085.2,6514978.47,69126,0,,"69126PERIN03024",,,"adresse géocodée ban à l'adresse","BRINDAS","69","84",4917,11309.1,"Électricité","périmètre de l'usage inconnu",1426,2024,,,,,,,,,,,,
"2493T0230832L","2024-01-22","2024-01-21","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"D","B",201.2,5.6,,"5ème Catégorie","1983-1988","locaux d'entreprise (bureaux)",0,93,100,,"18 bis, rue Jean Jaurès","Gagny","93032","18bis","93032_1570_00018_bis","18bis Avenue Jean Jaurès 93220 Gagny","93220",0.68,"Avenue Jean Jaurès",665627.8,6864990.86,93220,0,,"RESIDENCE-DES-ERABLE/GAGNY/2024/4649",,,"adresse géocodée ban à l'adresse","GAGNY","93","11",8950,20585,"Électricité","périmètre de l'usage inconnu",2000,2023,,,,,,,,,,,,
"2469T0208815S","2024-01-19","2024-01-18","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire facture",,,"C","A",151.1,4.2,,"5ème Catégorie","2013-2021","locaux d'entreprise (bureaux)",0,462,100,,"Pavillon 52
52, Quai Rambaud","Lyon","69382","52","69382_5900_00052","52 Quai Rambaud 69002 Lyon","69002",0.65,"Quai Rambaud",841174.88,6516739.96,69002,0,,"24/IMO/0079",,"RDC + Mezzanine","adresse géocodée ban à l'adresse","LYON","69","84",33385,76785.5,"Électricité","périmètre de l'usage inconnu",5931.7,2024,,,,,,,,,,,,
"2414T0188920K","2024-01-17","2024-01-10","2024-01-10","DPE 2006 tertiaire et ERP",,"2034-01-09",2.3,,"dpe tertiaire facture",,,"B","A",61,2,2010,,"2006-2012","locaux d'entreprise (bureaux)",4,275,302.5,,"3 Avenue de la Stéle","Thue et Mue","14098","3","14098_5lolvj_00003","3 Avenue de la Stèle 14740 Thue et Mue","14740",0.44,"Avenue de la Stèle",443988.64,6906524.7,14740,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","BRETTEVILLE L'ORGUEILLEUSE","14","28",7988,18372,"Électricité","Eau Chaude sanitaire",1351,2024,7988,18372,"Électricité","Eau Chaude sanitaire",1351,2023,7988,18372,"Électricité","Eau Chaude sanitaire",1351,2022
"2462T0228979Z","2024-01-22","2024-01-08","2024-01-07","DPE 2006 tertiaire et ERP",,"2034-01-07",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,1900,,"avant 1948","locaux d'entreprise (bureaux)",500,,73.8,,"2 rue de la Gare","Lens","62498","2","62498_1520_00002","2 Rue de la Gare 62300 Lens","62300",0.97,"Rue de la Gare",688122.61,7036752.49,62300,,,,,,"adresse géocodée ban à l'adresse","LENS","62","32",,,,,,,,,,,,,,,,,,
"2474T0238325X","2024-01-22","2024-01-21","2024-01-08","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"G","C",608.6,16.9,,"5ème Catégorie","1948-1974","locaux d'entreprise (bureaux)",0,73.1,100,,"6a Rue des franchises clusiennes","Cluses","74081","6a","74081_0450_00006_a","6a Rue des franchises clusiennes 74300 Cluses","74300",0.55,"Rue des franchises clusiennes",976846.31,6557096.08,74300,0,,"5076-SCI VERONIQUE",,,"adresse géocodée ban à l'adresse","CLUSES","74","84",21272,48925.6,"Électricité","périmètre de l'usage inconnu",2552.3,20222023,,,,,,,,,,,,
"2475T0178740F","2024-01-17","2024-01-16","2024-01-15","DPE 2006 tertiaire et ERP","2475T0161841G","2034-01-15",2.3,,"dpe tertiaire facture",,,"D","B",331,9.2,,"5ème Catégorie","avant 1948","locaux d'entreprise (bureaux)",0,220,100,,"6 rue de Lisbonne","Paris","75108","6","75108_5708_00006","6 Rue de Lisbonne 75008 Paris","75008",0.68,"Rue de Lisbonne",649941.47,6864425.89,75008,0,,"24/MENTION2/0039",,"Etage 1; Porte Droite","adresse géocodée ban à l'adresse","PARIS 08","75","11",34830,80109,"Électricité","périmètre de l'usage inconnu",10103138,2024,,,,,,,,,,,,
"2463T0170405E","2024-01-16","2024-01-15","2023-12-17","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1978-1982","locaux d'entreprise (bureaux)",0,150,100,,"ZA des Graviers","Châteaugay","63099",,"63099_0025","rue des Greniers 63119 Châteaugay","63119",0.45,"rue des Greniers",706693.02,6527754.44,63119,0,,"2023/10250/VIGIER",,,"adresse géocodée ban à l'adresse","CHÂTEAUGAY","63","84",,,,,,,,,,,,,,,,,,
"2460T0230552K","2024-01-22","2024-01-18","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire facture",,,"A","A",27,1,1949,,"avant 1948","locaux d'entreprise (bureaux)",30,953.4,953.4,,"156 RUE DE BEAUVAIS","Margny-lès-Compiègne","60382",,"60382_0060","Rue de Beauvais 60280 Margny-lès-Compiègne","60280",0.8,"Rue de Beauvais",686539.59,6924306.37,60280,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","MARGNY LES COMPIEGNE","60","32",10986,25269,"Électricité","Eau Chaude sanitaire",1823,2024,10986,25269,"Électricité","Eau Chaude sanitaire",1823,2023,10986,25269,"Électricité","Eau Chaude sanitaire",1823,2022
"2442T0234426S","2024-01-22","2024-01-21","2024-01-21","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire bâtiment neuf",,,"A","A",-1129.1,2.2,2024,"5ème Catégorie","après 2021","locaux d'entreprise (bureaux)",0,716.2,100,"Électricité","32, RUE DE LA TALAUDIERE","Saint-Étienne","42218","32","42218_8330_00032","32 Rue de la Talaudière 42000 Saint-Étienne","42000",0.79,"Rue de la Talaudière",810161.08,6484497.76,42000,0,,"511-106359",,,"adresse non géocodée ban car aucune correspondance trouvée","ST ETIENNE","42","84",17546.9,40357.9,"Électricité","Chauffage",2425,2024,3795.9,8730.5,"Électricité","Eclairage",524.6,2024,1575.6,3624,"Électricité","Eau Chaude sanitaire",217.8,2024
"2492T0218500C","2024-01-19","2024-01-18","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"E","B",404.7,11.3,,"5ème Catégorie","1978-1982","locaux d'entreprise (bureaux)",0,48.6,100,,"11 Avenue du Maréchal Leclerc","Garches","92033","11","92033_0590_00011","11 Avenue du Marechal Leclerc 92380 Garches","92380",0.58,"Avenue du Marechal Leclerc",640312.49,6860732.06,92380,0,,"EM10001839/EMI",,"Rdc","adresse géocodée ban à l'adresse","GARCHES, France","92","11",9400,21620,"Électricité","périmètre de l'usage inconnu",2727,2024,,,,,,,,,,,,
"2475T0177400R","2024-01-17","2024-01-16","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","1975-1977","locaux d'entreprise (bureaux)",0,47.7,100,,"144 BOULEVARD MASSENA","Paris","75113","144","75113_6155_00144","144 Boulevard Masséna 75013 Paris","75013",0.8,"Boulevard Masséna",653186.75,6857913.47,75013,0,,"24/IMO/1631",,"Etage 1","adresse géocodée ban à l'adresse","PARIS 13","75","11",,,,,,,,,,,,,,,,,,
"2475T0183779A","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge",,,,,,,1825,,"avant 1948","locaux d'entreprise (bureaux)",500,,191,,"22 rue De Varenne","Paris","75107","22","75107_9597_00022","22 Rue de Varenne 75007 Paris","75007",0.76,"Rue de Varenne",650492.51,6861729.11,75007,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","PARIS - 7EME","75","11",,,,,,,,,,,,,,,,,,
"2479T0167422B","2024-01-16","2024-01-15","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture",,,"D","B",237.4,6.6,,"5ème Catégorie","1948-1974","locaux d'entreprise (bureaux)",0,95.8,100,,"Route de Riparfond","Bressuire","79049",,"79049_2197","Route de Riparfond 79300 Bressuire","79300",0.6,"Route de Riparfond",435739.56,6643718.41,79300,0,,"AGGLO2B_FOURRIERE-ANIMALE_DPE160124PC",,"Refuge Animalier","adresse géocodée ban à l'adresse","BRESSUIRE","79","75",10877,25017.1,"Électricité","périmètre de l'usage inconnu",4287,2023,,,,,,,,,,,,
"2429T0173592L","2024-01-16","2024-01-15","2024-01-07","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture",,,"D","B",195.4,5.4,1996,"5ème Catégorie","1989-2000","locaux d'entreprise (bureaux)",0,1230,100,,"ZA PENHOAT BRAS","Plomelin","29170",,"29170_0391","Hent Penhoad Braz 29700 Plomelin","29700",0.55,"Hent Penhoad Braz",167127.69,6786721.04,29700,0,,"2024/01/IMO/1987",,,"adresse géocodée ban à l'adresse","PLOMELIN","29","53",114962,264412.6,"Électricité","périmètre de l'usage inconnu",24804.4,2024,,,,,,,,,,,,
"2469T0169028L","2024-01-16","2024-01-15","2024-01-02","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"B","A",98.8,2.7,,"5ème Catégorie","1948-1974","locaux d'entreprise (bureaux)",0,75.2,100,,"36 rue Ney","Lyon","69386","36","69386_5020_00036","36 Rue Ney 69006 Lyon","69006",0.71,"Rue Ney",844167.67,6520537.96,69006,0,,"006 24 NEY LC SCI HEPTAGONE",,"RDC","adresse géocodée ban à l'adresse","LYON 06","69","84",3551,8167.3,"Électricité","périmètre de l'usage inconnu",1314,2023,,,,,,,,,,,,
"2469T0176900F","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","avant 1948","locaux d'entreprise (bureaux)",1,110,100,,"180 Rue Cuvier","Lyon","69386","180","69386_2050_00180","180 Rue Cuvier 69006 Lyon","69006",0.72,"Rue Cuvier",844254.59,6520385.49,69006,0,,"339148",,"Etage RDC","adresse géocodée ban à l'adresse","Lyon","69","84",,,,,,,,,,,,,,,,,,
"2475T0182748J","2024-01-17","2024-01-16","2024-01-04","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","locaux d'entreprise (bureaux)",0,57.8,100,,"12 rue de vivienne","Paris","75102","12","75102_9893_00012","12 Rue Vivienne 75002 Paris","75002",0.65,"Rue Vivienne",651544.68,6863269.45,75002,0,,"C-DI92-2023-30-215270-12 vivienne-bata-rdcgauche",,,"adresse géocodée ban à l'adresse","PARIS 02, France","75","11",,,,,,,,,,,,,,,,,,
"2402T0236646O","2024-01-22","2024-01-21","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire facture",,,"C","B",154.8,4.3,,"5ème Catégorie","1948-1974","locaux d'entreprise (bureaux)",0,521.8,100,,"78, AVENUE DE LAON","Soissons","02722","78","02722_1190_00078","78 Avenue de Laon 02200 Soissons","02200",0.7,"Avenue de Laon",724795.39,6921389.34,2200,0,,"2024-01-08-0024",,,"adresse géocodée ban à l'adresse","SOISSONS","02","32",38627,88842.1,"Électricité","périmètre de l'usage inconnu",8812.6,2024,,,,,,,,,,,,
"2484T0205622M","2024-01-18","2024-01-17","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge",,,,,,,1978,,"1978-1982","locaux d'entreprise (bureaux)",500,,268,,"2 avenue de Fontcouverte","Avignon","84007","2","84007_2129_00002","2 Avenue de Fontcouverte 84000 Avignon","84000",0.97,"Avenue de Fontcouverte",847425.09,6317395.03,84000,1,"Bâtiment","Sans objet","Sans objet","Sans objet","adresse non géocodée ban car aucune correspondance trouvée","AVIGNON","84","93",,,,,,,,,,,,,,,,,,
"2406T0180779Z","2024-01-17","2024-01-15","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"E","B",357.4,13.2,1965,,"1948-1974","locaux d'entreprise (bureaux)",500,,74,"Électricité","270 rue Jean Monnet","Mandelieu-la-Napoule","06079","270","06079_0602_00270","270 Rue Jean Monnet 06210 Mandelieu-la-Napoule","06210",0.83,"Rue Jean Monnet",1018001.46,6279366.32,6210,0,"Bâtiment",,,,"adresse géocodée ban à l'adresse","MANDELIEU-LA-NAPOULE","06","93",7685,17675.5,"Électricité","Chauffage",1241.8,2022,7548,17360.4,"Électricité","Chauffage",1219.7,2024,6845,15743.5,"Électricité","Chauffage",1106.1,2023
"2495T0218938B","2024-01-19","2024-01-18","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"D","B",252,7,1949,,"avant 1948","locaux d'entreprise (bureaux)",0,30,33,,"12 Rue du Beffroi","Beaumont-sur-Oise","95052","12","95052_0100_00012","12 Rue du Beffroi 95260 Beaumont-sur-Oise","95260",0.96,"Rue du Beffroi",647952.13,6893831.54,95260,,,,,"N°Lot : Nc","adresse non géocodée ban car aucune correspondance trouvée","BEAUMONT-SUR-OISE","95","11",3609,8301,"Électricité","Eau Chaude sanitaire",670,2024,3609,8301,"Électricité","Eau Chaude sanitaire",670,2023,3609,8301,"Électricité","Eau Chaude sanitaire",670,2022
"2491T0164748R","2024-01-16","2024-01-15","2024-01-04","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge",,,,,,,1994,"5ème Catégorie","1989-2000","locaux d'entreprise (bureaux)",300,500,100,,"1 RUE D'AMSTERDAM","Tigery","91617","1","91617_0010_00001","1 Rue d'Amsterdam 91250 Tigery","91250",0.43,"Rue d'Amsterdam",666204.12,6838196.65,91250,0,,"2024/IMO/1439",,,"adresse géocodée ban à l'adresse","TIGERY, France","91","11",,,,,,,,,,,,,,,,,,
"2477T0166321Q","2024-01-16","2024-01-15","2023-12-20","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge",,,,,,,1988,"5ème Catégorie","1983-1988","locaux d'entreprise (bureaux)",300,265,100,,"Allée du Clos des charmes 13/15 Lyovel Roissy","Collégien","77121",,"77121_0096","Allée du Clos des Charmes 77090 Collégien","77090",0.55,"Allée du Clos des Charmes",676036.69,6858953.64,77090,0,,"2024/IMO/1468",,,"adresse géocodée ban à l'adresse","COLLEGIEN","77","11",,,,,,,,,,,,,,,,,,
"2469T0212387C","2024-01-19","2024-01-18","2024-01-14","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","1989-2000","locaux d'entreprise (bureaux)",0,200,100,,"213 Rue de Gerland
RDC 1ère porte gauche","Lyon","69387","213","69387_3210_00213","213 Rue de Gerland 69007 Lyon","69007",0.75,"Rue de Gerland",842931.55,6515812.87,69007,0,,"202419364",,,"adresse géocodée ban à l'adresse","LYON","69","84",,,,,,,,,,,,,,,,,,
"2413T0201855W","2024-01-18","2024-01-17","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge",,,,,,,2023,,"après 2021","locaux d'entreprise (bureaux)",500,,431.7,,"465 route de Saint Chamas","Lançon-Provence","13051",,"13051_1171","Allée des Combes 13680 Lançon-Provence","13680",0.96,"Allée des Combes",870531.97,6279212.41,13680,0,,"Sans objet","Sans objet","Sans objet","adresse géocodée ban à l'adresse","LANÇON-PROVENCE","13","93",,,,,,,,,,,,,,,,,,
"2447T0221272Z","2024-01-20","2024-01-19","2024-01-17","DPE 2006 tertiaire et ERP","2447T0221265S","2034-01-18",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"E","B",339,9.4,2003,"5ème Catégorie","2001-2005","locaux d'entreprise (bureaux)",3,58.6,100,,"13, Rue du Bouilhaguet","Miramont-de-Guyenne","47168","13","47168_0350_00013","13 Rue de Bouilhaguet 47800 Miramont-de-Guyenne","47800",0.48,"Rue de Bouilhaguet",489639.37,6392025.79,47800,0,,"24/AES/0012",,,"adresse géocodée ban à l'adresse","MIRAMONT DE GUYENNE","47","75",9500,21850,"Électricité","périmètre de l'usage inconnu",1425,2023,,,,,,,,,,,,
"2441T0189604T","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture",,,"C","A",118,3.3,1970,"5ème Catégorie","1948-1974","locaux d'entreprise (bureaux)",10,700,100,,"Rue du Château d'eau","La Chaussée-Saint-Victor","41047",,"41047_0045","Rue du Château d'Eau 41260 La Chaussée-Saint-Victor","41260",0.53,"Rue du Château d'Eau",576450.01,6724766.99,41260,0,,"01-23755V",,,"adresse géocodée ban à l'adresse","LA CHAUSSÉE-SAINT-VICTOR","41","24",39501,90852.3,"Électricité","périmètre de l'usage inconnu",7655,2023,,,,,,,,,,,,
"2435T0222413K","2024-01-20","2024-01-19","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-18",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","avant 1948","locaux d'entreprise (bureaux)",0,14.9,100,,"12bis rue de Chateaubriant","Vern-sur-Seiche","35352",,"35352_0147","Rue de Châteaubriant 35770 Vern-sur-Seiche","35770",0.63,"Rue de Châteaubriant",357264.35,6781337.66,35770,0,,"24/IMO/0900",,"2ème étage","adresse géocodée ban à l'adresse","VERN SUR SEICHE","35","53",,,,,,,,,,,,,,,,,,
